,name,uri,popularity,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
413,Thou Hope and Deliverer,spotify:track:6O7K8gePKev3jYktvncEZh,36,2011-03-08,0.128,0.0334,4,-23.709,1,0.0366,0.898,0.0414,0.0803,0.0608,85.128,6O7K8gePKev3jYktvncEZh,124133,4
414,Art Thou He?,spotify:track:7iPGhF0JQRXW4oTm8dCcfv,25,2011-03-08,0.302,0.192,9,-17.421,0,0.046,0.888,0.00634,0.212,0.226,117.887,7iPGhF0JQRXW4oTm8dCcfv,164187,4
415,Martha,spotify:track:0fW1N0Hx4hzVQCInP1Fg7j,24,2011-03-08,0.306,0.0991,1,-21.779,0,0.0444,0.928,0.000746,0.153,0.101,132.679,0fW1N0Hx4hzVQCInP1Fg7j,187627,3
416,Mary of Bethany,spotify:track:601Z346tRXEIzxhIHHjFTG,25,2011-03-08,0.324,0.0752,2,-22.861,1,0.043,0.897,0.00462,0.286,0.211,116.614,601Z346tRXEIzxhIHHjFTG,117733,5
417,I Am the Resurrection,spotify:track:7hSZmIgBNF5A05qlfTZUpL,26,2011-03-08,0.116,0.146,2,-14.525,1,0.0381,0.906,0.137,0.107,0.102,84.12,7hSZmIgBNF5A05qlfTZUpL,263373,3
418,Judas' Deal,spotify:track:4mtiAiTrrrjVLPyxOwOjqP,23,2011-03-08,0.413,0.0866,10,-20.782,0,0.0618,0.685,0.0,0.209,0.209,138.455,4mtiAiTrrrjVLPyxOwOjqP,118107,4
419,"Lord, Is It I?",spotify:track:6g26NoOhndEFLMk22zTRol,25,2011-03-08,0.327,0.115,0,-15.689,1,0.044,0.799,0.0,0.431,0.151,85.711,6g26NoOhndEFLMk22zTRol,267133,4
420,The Lord's Supper,spotify:track:1T7cR2m4V0OJiT6RqUG1n6,22,2011-03-08,0.256,0.106,6,-20.473,1,0.0529,0.746,3.92e-05,0.183,0.129,85.281,1T7cR2m4V0OJiT6RqUG1n6,129573,1
421,Gethsemane,spotify:track:1FoJ2MMplPaVxJ5tUNiPet,23,2011-03-08,0.241,0.0994,11,-20.251,0,0.0387,0.92,0.0126,0.0967,0.153,86.949,1FoJ2MMplPaVxJ5tUNiPet,182347,4
422,The Betrayal,spotify:track:1nXc6q7a7faI7jenA0RKcT,21,2011-03-08,0.353,0.199,4,-23.179,1,0.19,0.807,2.39e-05,0.35,0.153,85.816,1nXc6q7a7faI7jenA0RKcT,106147,3
423,Peter's Denial,spotify:track:46LioTSLHpLD6PLtOLwUnf,21,2011-03-08,0.417,0.266,7,-15.0,1,0.0933,0.708,7.39e-06,0.214,0.211,83.239,46LioTSLHpLD6PLtOLwUnf,230867,4
424,I Cannot Watch Them,spotify:track:55O3Em6MzxmArb2EF78wvs,23,2011-03-08,0.236,0.117,0,-15.959,1,0.0427,0.863,0.000384,0.0814,0.0583,81.93,55O3Em6MzxmArb2EF78wvs,251427,3
425,Is This Not Enough?,spotify:track:5QNaerTYVUtntHSGS84yDy,21,2011-03-08,0.44,0.485,7,-10.539,0,0.141,0.698,0.0,0.158,0.274,136.084,5QNaerTYVUtntHSGS84yDy,198213,1
426,Calvary,spotify:track:6E55hePRZLiFl6mNAALxih,20,2011-03-08,0.4,0.047,7,-28.042,0,0.0496,0.942,1.24e-06,0.104,0.262,121.471,6E55hePRZLiFl6mNAALxih,156013,4
427,Mary Magdalene,spotify:track:5ZaAMhARsVdlENLZg5dJ0s,20,2011-03-08,0.321,0.108,11,-24.125,0,0.0588,0.869,0.000158,0.12,0.093,107.842,5ZaAMhARsVdlENLZg5dJ0s,229720,4
428,"Jesus, My Savior",spotify:track:2M697BgJCiP7HVUACCnvCS,21,2011-03-08,0.169,0.104,8,-19.05,1,0.039,0.935,0.00219,0.203,0.178,83.681,2M697BgJCiP7HVUACCnvCS,216947,3
429,Thomas,spotify:track:6EJJiiaJsHG3MmNJ87NNkC,20,2011-03-08,0.321,0.0393,1,-24.284,0,0.0433,0.871,4.07e-06,0.14,0.156,100.013,6EJJiiaJsHG3MmNJ87NNkC,166547,4
430,At the Sea of Tiberias,spotify:track:2mvOExWcFcnX544CLJa9Q7,20,2011-03-08,0.321,0.0946,5,-20.464,1,0.051,0.74,0.000717,0.192,0.17,130.179,2mvOExWcFcnX544CLJa9Q7,185840,4
431,"Symphony No. 9 in E Minor, From The New World: Symphony No. 9 ""New World Symphony"": I. Adagio - Allegro molto",spotify:track:4bP4wc3jwcucuQJnw4IIip,17,2007-06-17,0.138,0.077,4,-21.01,0,0.0413,0.923,0.918,0.222,0.0835,53.813,4bP4wc3jwcucuQJnw4IIip,723600,4
432,"Symphony No. 9 in E Minor, From The New World: Symphony No. 9 ""New World Symphony"": II. Largo",spotify:track:5zeo6fAxrYxRVLOsCsCPSj,18,2007-06-17,0.0635,0.00861,1,-32.462,1,0.0476,0.953,0.66,0.093,0.0356,66.095,5zeo6fAxrYxRVLOsCsCPSj,750080,4
433,"Symphony No. 9 in E Minor, From The New World: Symphony No. 9 ""New World Symphony"": III. Scherzo - Molto vivace",spotify:track:78IhjYBQlvwSj7BzFs5PML,15,2007-06-17,0.321,0.0586,0,-22.873,1,0.0376,0.932,0.777,0.133,0.155,132.256,78IhjYBQlvwSj7BzFs5PML,447813,3
434,"Symphony No. 9 in E Minor, From The New World: Symphony No. 9 ""New World Symphony"": IV. Allegro con fuoco",spotify:track:5jOsrEhMayDdME9K57KQFo,31,2007-06-17,0.201,0.18,4,-19.533,0,0.0504,0.894,0.916,0.703,0.104,72.096,5jOsrEhMayDdME9K57KQFo,690000,4
435,Scherzo Capriccioso,spotify:track:6wujgbhWNhPneRbZm2za9b,11,2007-06-17,0.278,0.127,2,-21.213,1,0.0439,0.957,0.837,0.67,0.0447,105.03,6wujgbhWNhPneRbZm2za9b,796000,4
436,Mary's Little Boy Child,spotify:track:5gkguyFcwfLMeMTCJynMvm,13,2003-08-12,0.5,0.261,10,-11.83,1,0.0713,0.659,0.0,0.0821,0.793,204.349,5gkguyFcwfLMeMTCJynMvm,309733,4
437,All my heart this night rejoices,spotify:track:1e7wDX6QlLEO9u7MlSRnvE,5,1997-10-01,0.226,0.0722,8,-25.551,1,0.0463,0.994,0.00261,0.153,0.228,75.989,1e7wDX6QlLEO9u7MlSRnvE,136867,5
438,'Twas in the moon of winter time,spotify:track:45cIRx9ukQOL9vnX4QFzxj,5,1997-10-01,0.28,0.0973,10,-22.132,0,0.043,0.991,1.64e-05,0.0924,0.153,131.528,45cIRx9ukQOL9vnX4QFzxj,117867,3
439,"Go, tell it on the mountain",spotify:track:1zLWbdjgj8L3t4X4CgxE3g,4,1997-10-01,0.214,0.074,2,-21.678,1,0.0423,0.98,0.815,0.149,0.0507,110.316,1zLWbdjgj8L3t4X4CgxE3g,198053,4
440,Away in a Manger (arr. J. Rutter): Away in a manger,spotify:track:4ABjB6Nsjdla79eksVyCLl,4,1997-10-01,0.108,0.0248,6,-33.107,1,0.0599,0.988,0.58,0.0976,0.0815,67.497,4ABjB6Nsjdla79eksVyCLl,143920,3
441,"Rise up, shepherd, and follow (arr. J. Rutter): Rise up shepherd, and follow",spotify:track:169HSYUkE8JgHyhBvsRwdN,4,1997-10-01,0.263,0.059,3,-26.697,1,0.0411,0.978,1.69e-05,0.329,0.134,92.728,169HSYUkE8JgHyhBvsRwdN,176467,4
442,"Adeste fideles (O Come All Ye Faithful): O come, all ye faithful",spotify:track:3325dQL6pUE86t0zgvlMuZ,3,1997-10-01,0.15,0.191,7,-16.531,1,0.0332,0.946,0.0951,0.323,0.155,79.436,3325dQL6pUE86t0zgvlMuZ,241733,1
443,What child is this?,spotify:track:0VDe7kDWl9syrc7HTExAGX,6,1997-10-01,0.137,0.0307,3,-26.891,1,0.0441,0.982,0.118,0.106,0.0757,92.25,0VDe7kDWl9syrc7HTExAGX,176920,3
444,"God rest you merry, gentlemen",spotify:track:2bJTlnWfiHHsuqm5McXje1,4,1997-10-01,0.218,0.152,4,-20.726,0,0.0374,0.963,0.117,0.187,0.277,68.862,2bJTlnWfiHHsuqm5McXje1,185653,3
445,Away in a Manger (arr. J. Rutter): Away in a manger,spotify:track:4Fn1AWOqoEmF9O6FzBTqXk,8,1997-10-01,0.167,0.0314,7,-30.076,1,0.0438,0.978,0.582,0.0733,0.074,81.51,4Fn1AWOqoEmF9O6FzBTqXk,170560,3
446,Joy to the World (arr. J. Rutter): Joy to the world,spotify:track:47ll0JcLYbqMr4SyWtFv9v,6,1997-10-01,0.261,0.11,2,-20.921,1,0.0346,0.936,0.0318,0.104,0.316,171.143,47ll0JcLYbqMr4SyWtFv9v,173600,4
447,Angels We Have Heard on High,spotify:track:5sBXlalW8RpkfTgWRyMisc,6,1997-10-01,0.24,0.0822,9,-26.157,1,0.0464,0.992,0.00103,0.0864,0.117,121.576,5sBXlalW8RpkfTgWRyMisc,136600,4
448,We Three Kings of Orient Are (arr. J. Rutter): Three kings of Orient,spotify:track:1fDX2mixHRnOsEIEZIbj2Q,10,1997-10-01,0.188,0.0637,7,-25.368,1,0.0412,0.954,0.0241,0.0918,0.0738,81.203,1fDX2mixHRnOsEIEZIbj2Q,302800,4
449,Ding dong! merrily on high,spotify:track:3wz5qz3ykOYMNdAYYkc0PR,7,1997-10-01,0.343,0.181,11,-23.315,1,0.0465,0.994,0.000656,0.374,0.494,82.78,3wz5qz3ykOYMNdAYYkc0PR,118947,4
450,Silent Night: Silent Night (Stille Nacht),spotify:track:18dtqBE9bqbi4RVOpN1q1v,7,1997-10-01,0.134,0.0527,1,-25.657,1,0.0429,0.989,0.166,0.0952,0.0389,84.384,18dtqBE9bqbi4RVOpN1q1v,189133,3
451,I wonder as I wander,spotify:track:7edCdAYLEDSaWv00I3pb13,8,1997-10-01,0.231,0.024,5,-28.687,0,0.0443,0.988,0.00862,0.0986,0.0563,88.673,7edCdAYLEDSaWv00I3pb13,179747,3
452,"Good Christian men, rejoice",spotify:track:3hzSnGMHy5bGIvN8Kf9DH0,7,1997-10-01,0.244,0.14,5,-22.156,1,0.0357,0.969,4.21e-05,0.0658,0.314,75.029,3hzSnGMHy5bGIvN8Kf9DH0,114453,4
453,The Blue and Grey,spotify:track:2qj0ZqR6y4dvENqs7PRPHO,20,2012-11-02,0.185,0.00298,7,-36.395,0,0.0408,0.98,0.602,0.154,0.0386,89.601,2qj0ZqR6y4dvENqs7PRPHO,180800,4
454,Hark the Herald Angels Sing,spotify:track:4J5YTjw7MxGOVrtpK3yYXj,9,2015-11-06,0.439,0.342,0,-10.496,0,0.0339,0.816,0.845,0.0915,0.373,95.268,4J5YTjw7MxGOVrtpK3yYXj,321843,3
455,Joy To The World,spotify:track:3GfOv7agc2WlEe67Xs0q5z,0,2002,0.424,0.682,2,-6.46,1,0.037,0.332,0.000156,0.218,0.673,123.479,3GfOv7agc2WlEe67Xs0q5z,182000,3
456,The Gift,spotify:track:06krTt1Yl4YogqLI1JF1tN,1,2002,0.517,0.639,7,-7.468,1,0.0257,0.261,0.000223,0.0865,0.225,98.63,06krTt1Yl4YogqLI1JF1tN,293133,4
457,Carol Of The Bells,spotify:track:79ypwxJVCxQTXTuBh0bF65,0,2002,0.598,0.297,7,-13.343,0,0.0604,0.975,0.897,0.0682,0.727,187.996,79ypwxJVCxQTXTuBh0bF65,80533,3
458,Rudolph The Red Nosed Reindeer,spotify:track:0vqPdJBFT6tKs3c3XDLppc,0,2002,0.706,0.763,0,-8.343,1,0.0347,0.258,7.83e-05,0.126,0.966,103.095,0vqPdJBFT6tKs3c3XDLppc,156720,4
459,Far Far Away,spotify:track:78LqinwC1IgUeRZ8CaatzW,0,2002,0.302,0.316,4,-10.099,1,0.0277,0.243,1.43e-05,0.209,0.143,75.023,78LqinwC1IgUeRZ8CaatzW,270893,3
460,Drummer Boy,spotify:track:3Gk7XjnI20COHYOYeWLTO2,0,2002,0.621,0.42,7,-12.914,1,0.108,0.509,0.199,0.0874,0.425,195.281,3Gk7XjnI20COHYOYeWLTO2,214627,3
461,Away In A Manger,spotify:track:1HuLLxkBvzf19aHphUH9zA,0,2002,0.782,0.497,1,-8.21,1,0.051,0.282,0.0035,0.11,0.935,79.018,1HuLLxkBvzf19aHphUH9zA,172627,4
462,What Child Is This,spotify:track:7J6UrKQ3SqYmXxedSyQcvA,0,2002,0.514,0.389,4,-10.738,0,0.0306,0.393,8.62e-06,0.112,0.289,169.885,7J6UrKQ3SqYmXxedSyQcvA,251253,3
463,Silent Night,spotify:track:54gje7DJ105VfLQdTzsFFu,0,2002,0.485,0.167,0,-12.716,1,0.0274,0.795,5.68e-05,0.136,0.257,88.082,54gje7DJ105VfLQdTzsFFu,220640,3
464,Bluegrass Christmas Mayhem (Jingle Bells/Deck The Halls),spotify:track:51RsTXAIRDX5ubWIumQl9T,0,2002,0.632,0.861,7,-5.733,1,0.0428,0.338,0.00784,0.0924,0.899,128.018,51RsTXAIRDX5ubWIumQl9T,150907,4
465,The Christmas Song (Chestnuts Roasting On An Open Fire),spotify:track:6TSKH8XRqkUrlMzZkq5lqv,0,2002,0.514,0.126,0,-15.904,1,0.108,0.946,0.641,0.121,0.393,73.368,6TSKH8XRqkUrlMzZkq5lqv,127067,1
466,My Shepherd Will Supply My Need,spotify:track:4i6uPn0dVXX8KAkZ7xGJ4Y,11,2007-01-01,0.306,0.0928,0,-13.721,1,0.0329,0.9,0.0,0.109,0.176,89.685,4i6uPn0dVXX8KAkZ7xGJ4Y,312147,3
467,Baby - Master Take,spotify:track:5WKlE83uNRGypeg2isWwIk,11,2016-09-30,0.436,0.43,5,-12.476,0,0.0742,0.806,0.121,0.188,0.763,202.866,5WKlE83uNRGypeg2isWwIk,344253,4
468,"O Come, O Come Emmanuel",spotify:track:1qYYi6nl7mHPIoEydOmanM,8,2013-08-30,0.174,0.199,0,-18.676,0,0.0592,0.992,0.9,0.158,0.146,72.326,1qYYi6nl7mHPIoEydOmanM,291213,4
469,You're a Lucky Guy - Master Take 1,spotify:track:4bE8N7JdIWPq9RGk8KByeV,27,2016-09-30,0.441,0.393,7,-10.24,1,0.0804,0.854,0.00553,0.381,0.776,204.004,4bE8N7JdIWPq9RGk8KByeV,163760,3
470,It Might as Well Be Spring - Master Take 1,spotify:track:6IB72tuOcdWyxSItYWuSwW,27,2016-09-30,0.531,0.107,7,-13.395,1,0.0413,0.976,0.757,0.396,0.478,135.154,6IB72tuOcdWyxSItYWuSwW,296773,4
471,Work Song,spotify:track:4gjwUKWpjbD2KM7gfNN3Lt,0,1961-01-01,0.484,0.314,5,-12.777,0,0.135,0.708,0.00533,0.0886,0.583,171.075,4gjwUKWpjbD2KM7gfNN3Lt,307627,4
472,Fanfare for the Common Man,spotify:track:3T9HSgS5jBFdXIBPav51gj,34,1963,0.228,0.179,10,-15.727,1,0.0382,0.986,0.954,0.0575,0.0378,104.304,3T9HSgS5jBFdXIBPav51gj,196467,4
473,I Want To Be Happy,spotify:track:7FVct9NBhoDuI1HK1Yhk26,0,1986-06-06,0.541,0.254,5,-15.192,1,0.0408,0.968,0.685,0.16,0.842,133.983,7FVct9NBhoDuI1HK1Yhk26,454653,4
474,Toot Suite: VI. Spirituelle,spotify:track:1S7TZu0409cSPRbFmvmj4M,8,1981,0.544,0.476,10,-14.1,1,0.0325,0.566,0.229,0.443,0.561,131.764,1S7TZu0409cSPRbFmvmj4M,363760,4
475,Doxy - RVG Remaster,spotify:track:544dCWSm7UPNPirWjlDW0H,0,1957,0.7,0.283,5,-11.902,1,0.0484,0.896,0.141,0.14,0.474,120.417,544dCWSm7UPNPirWjlDW0H,292133,4
476,The Corrie Man,spotify:track:7uJWQ9DDb8hSZOf37CjXq4,13,2014-12-16,0.406,0.416,2,-9.507,1,0.0365,0.671,0.0338,0.0965,0.684,108.126,7uJWQ9DDb8hSZOf37CjXq4,264285,4
477,Neil Gow's Wife,spotify:track:0WadBxhmVQB6tVDfVvzMpS,9,2014-12-16,0.364,0.414,7,-9.91,0,0.0382,0.357,0.000128,0.128,0.512,107.436,0WadBxhmVQB6tVDfVvzMpS,290421,4
478,Howard Booster's Style,spotify:track:3zzqtpD13tNRtT7tabVcc3,9,2014-12-16,0.232,0.253,10,-8.931,1,0.0342,0.835,0.000218,0.121,0.434,99.577,3zzqtpD13tNRtT7tabVcc3,241789,4
479,Farley Bridge,spotify:track:1wiCN7hLhmw3HFPdPS4nDt,12,2014-12-16,0.641,0.219,4,-11.581,1,0.0405,0.642,0.0,0.0954,0.803,129.942,1wiCN7hLhmw3HFPdPS4nDt,242818,4
480,Keys to the Cellar,spotify:track:1h3gcKl1xwEunrHFMEbL1Y,13,2014-12-16,0.495,0.388,2,-7.497,1,0.0446,0.552,0.000534,0.0556,0.685,108.75,1h3gcKl1xwEunrHFMEbL1Y,291765,3
481,Connie's Birthday,spotify:track:19RQLcaf8aWAimshIvgXwD,9,2014-12-16,0.265,0.375,7,-8.499,1,0.0416,0.786,0.498,0.23,0.66,190.302,19RQLcaf8aWAimshIvgXwD,207529,4
482,Les Jumeaux,spotify:track:18yU9NggpkmSokymSW233d,10,2014-12-16,0.451,0.29,7,-10.712,1,0.0498,0.802,3.42e-06,0.239,0.818,119.889,18yU9NggpkmSokymSW233d,139721,4
483,Pier Walk Waltz,spotify:track:7E2BTBjP39CfyGgo9ChDeo,8,2014-12-16,0.304,0.164,0,-10.838,1,0.0373,0.854,0.000183,0.0826,0.517,128.112,7E2BTBjP39CfyGgo9ChDeo,167392,3
484,Hot Club D'ecosse,spotify:track:3F7x20IKKXCnuS2mOirnfz,6,2014-12-16,0.469,0.519,11,-7.683,0,0.06,0.251,0.0,0.15,0.535,133.797,3F7x20IKKXCnuS2mOirnfz,206898,4
485,Ouagadougou Boogie,spotify:track:4MbTiCOJD3AvUzPSrDD9dG,7,2014-12-16,0.632,0.432,2,-10.587,1,0.0391,0.536,0.802,0.0596,0.709,98.09,4MbTiCOJD3AvUzPSrDD9dG,277938,4
486,Braigh Lochiall,spotify:track:52FU142tvUPWqBOliFYzH8,6,2014-12-16,0.238,0.172,4,-12.846,0,0.043,0.598,0.00797,0.0954,0.631,168.357,52FU142tvUPWqBOliFYzH8,165272,3
487,The Referendum,spotify:track:5VFC6efKWAH20q8sFdTbSu,10,2014-12-16,0.533,0.548,7,-8.019,1,0.0316,0.0911,1.66e-05,0.128,0.866,83.946,5VFC6efKWAH20q8sFdTbSu,171778,4
488,John Alick Beaton of Teanassie,spotify:track:2tuON9uI8c0MoV282SgCkJ,5,2014-12-16,0.247,0.265,7,-7.746,1,0.0344,0.421,0.0891,0.193,0.467,108.786,2tuON9uI8c0MoV282SgCkJ,205858,4
489,On the Wings of a Skorrie,spotify:track:7anNKNtgz0UyAwgxVyyvEE,7,2014-12-16,0.518,0.265,4,-9.775,0,0.0358,0.388,5.51e-05,0.105,0.818,151.936,7anNKNtgz0UyAwgxVyyvEE,187405,4
490,Glenfinnan Nights,spotify:track:0ZRWWa8vulvsFWetMJA9Lk,7,2014-12-16,0.201,0.121,9,-12.723,1,0.0545,0.895,0.00913,0.11,0.343,87.156,0ZRWWa8vulvsFWetMJA9Lk,187115,4
491,The Kelburn Brewer,spotify:track:0CMLHRH29Iy1xS703zkLnA,7,2014-12-16,0.501,0.687,0,-9.5,1,0.0494,0.15,0.0172,0.0926,0.6,81.92,0CMLHRH29Iy1xS703zkLnA,298776,4
492,There's a Great Day Coming for Six Trumpets,spotify:track:4HpEjkLIuCVn87SOQejb0Z,0,1998,0.295,0.174,3,-18.161,1,0.0431,0.984,0.931,0.0895,0.287,167.77,4HpEjkLIuCVn87SOQejb0Z,205600,4
493,"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": IV. Finale: Allegro molto",spotify:track:50Bl99O105yZGZCO56jj8M,0,2016-10-28,0.183,0.145,3,-22.048,1,0.0754,0.972,0.822,0.796,0.11,78.847,50Bl99O105yZGZCO56jj8M,752524,4
494,"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": III. Scherzo: Allegro vivace",spotify:track:3iI01WEGpWdNvvryGmLntz,0,2016-10-28,0.333,0.189,3,-24.13,1,0.0591,0.977,0.923,0.0778,0.188,79.306,3iI01WEGpWdNvvryGmLntz,355414,3
495,Concerto in F: II. Adagio - Andante con moto,spotify:track:7AvLhyioWCf5DfjO7bdt2E,0,2015-09-30,0.229,0.0334,6,-26.32,1,0.0376,0.957,0.831,0.0987,0.0396,96.793,7AvLhyioWCf5DfjO7bdt2E,670093,4
496,Concerto in F: I. Allegro,spotify:track:4Ecy9jUUU3FmfkBXzc8NQj,1,2015-09-30,0.245,0.171,0,-20.255,1,0.0402,0.975,0.895,0.113,0.0732,75.594,4Ecy9jUUU3FmfkBXzc8NQj,851173,4
497,Rhapsody in Blue,spotify:track:7dEAVFgbzoFhn3PKuUPOsj,2,2015-09-30,0.329,0.17,9,-20.178,1,0.0418,0.981,0.89,0.0928,0.0638,156.744,7dEAVFgbzoFhn3PKuUPOsj,998000,4
498,Concerto in F: III. Allegro agitato,spotify:track:530eCtPWFQcSMZ2jLkpTb1,0,2015-09-30,0.38,0.217,0,-19.762,0,0.0355,0.962,0.89,0.183,0.334,125.454,530eCtPWFQcSMZ2jLkpTb1,441733,4
499,"Toccata & Fugue in D Minor, BWV 566: II. Fugue - Arranged by Charl du Plessis",spotify:track:7fXvDBM5ueQbCzr7KmiRdr,0,2016-10-14,0.393,0.451,2,-19.494,0,0.0559,0.85,0.909,0.669,0.111,153.132,7fXvDBM5ueQbCzr7KmiRdr,282627,4
500,Solfeggio in C Minor,spotify:track:1i8Q6oG6v5ogyHnmITPM9D,40,2014-02-21,0.332,0.607,0,-13.317,0,0.0341,0.674,0.943,0.247,0.54,150.101,1i8Q6oG6v5ogyHnmITPM9D,339453,4
501,Make Me Whole,spotify:track:7IrKDmKJ4yWemV3vnZghoU,27,2011-03-08,0.217,0.204,8,-15.878,0,0.0447,0.852,7.05e-06,0.109,0.0772,82.242,7IrKDmKJ4yWemV3vnZghoU,240747,3
502,If You Could Hie To Kolob,spotify:track:4jcOUhY0W4SRCZbZtQcZKK,28,2010-01-01,0.449,0.188,7,-18.903,1,0.0502,0.933,0.924,0.0814,0.56,112.142,4jcOUhY0W4SRCZbZtQcZKK,117973,4
503,The Blues Walk,spotify:track:2R4xw7MQ41MThrHcnkGAwh,0,2000-01-01,0.522,0.762,7,-9.852,0,0.0571,0.503,0.404,0.0572,0.873,132.826,2R4xw7MQ41MThrHcnkGAwh,407093,4
504,What Am I Here For?,spotify:track:4XyjJUtfWtV85NYsypmgKm,0,2000-01-01,0.509,0.583,0,-9.973,1,0.0424,0.734,0.00414,0.243,0.868,135.273,4XyjJUtfWtV85NYsypmgKm,191173,4
505,Ye Elders of Israel,spotify:track:48CMR79Mgnobu2qxPE4cZr,35,2010-01-01,0.614,0.396,2,-9.793,1,0.0431,0.825,2.37e-06,0.0983,0.467,70.073,48CMR79Mgnobu2qxPE4cZr,192760,4
506,Parker's Mood,spotify:track:4XZSUds3wcqjbP6Lq7jFrm,21,1988-11-01,0.488,0.296,10,-12.308,1,0.0401,0.863,0.897,0.221,0.357,79.345,4XZSUds3wcqjbP6Lq7jFrm,188360,4
507,"Moscow-Cheryomushki, Op. 105: III. Dances (Polka - Galop)",spotify:track:4i6M3UcrUfgasbWo5yOLvN,0,2016-06-20,0.372,0.27,5,-18.457,1,0.0374,0.752,0.803,0.12,0.494,114.787,4i6M3UcrUfgasbWo5yOLvN,304667,4
508,Praise To The Man,spotify:track:1PodykXmog0xEgOx5jDYeb,10,2008-05-07,0.186,0.428,3,-8.759,1,0.0352,0.731,0.332,0.145,0.15,84.753,1PodykXmog0xEgOx5jDYeb,172507,4
509,My Kindness Shall Not Depart From Thee,spotify:track:7mWh91nN6J1pHUIeg3KdC8,17,2008-05-07,0.0891,0.198,0,-14.586,1,0.0401,0.967,0.574,0.104,0.0439,65.713,7mWh91nN6J1pHUIeg3KdC8,303173,4
510,"Savior, Redeemer Of My Soul",spotify:track:4StyTAKm9FgludTVkBERzI,10,2008-05-07,0.171,0.193,2,-13.656,1,0.0391,0.949,9.18e-05,0.0659,0.0684,89.65,4StyTAKm9FgludTVkBERzI,332813,4
511,The Witnesses,spotify:track:4fnWMLHk1xRPZJCKvLo0La,7,2008-05-07,0.344,0.387,9,-5.833,0,0.0375,0.884,0.00125,0.197,0.248,84.262,4fnWMLHk1xRPZJCKvLo0La,205213,3
512,3 Latin American Sketches: Estribillo,spotify:track:41wKyXLzV9LZCj89VJKEah,10,2002-12-24,0.503,0.0615,2,-22.739,1,0.0677,0.983,0.927,0.162,0.375,165.243,41wKyXLzV9LZCj89VJKEah,200880,4
513,3 Latin American Sketches: Paisaje Mexicano,spotify:track:1mxOgB9jhXm9eFCgYzEeIl,21,2002-12-24,0.165,0.00599,6,-36.773,1,0.0433,0.928,0.747,0.0894,0.0391,70.363,1mxOgB9jhXm9eFCgYzEeIl,236160,4
514,3 Latin American Sketches: Danza de Jalisco,spotify:track:56Q9ZLblDrXOSBQyUWXmTH,9,2002-12-24,0.495,0.208,2,-21.172,1,0.0547,0.972,0.935,0.0435,0.773,87.668,56Q9ZLblDrXOSBQyUWXmTH,218880,4
515,Quiet City,spotify:track:1KzYyr0CWap4Yudesoycyh,32,2002-12-24,0.133,0.027,5,-22.682,1,0.0495,0.973,0.714,0.0755,0.0396,71.956,1KzYyr0CWap4Yudesoycyh,556920,4
516,Appalachian Spring Suite,spotify:track:6IQ1XK96ipPTqlEXCPYWwR,28,2002-12-24,0.192,0.0412,4,-23.731,1,0.0481,0.973,0.826,0.0786,0.0561,79.758,6IQ1XK96ipPTqlEXCPYWwR,1504800,4
517,O How Great,spotify:track:1n1CArufwI7iYdlJlblMYF,6,2008-05-07,0.202,0.13,9,-17.67,1,0.0391,0.974,8.34e-05,0.117,0.0852,74.25,1n1CArufwI7iYdlJlblMYF,225667,4
518,O Give Me Back My Prophet Dear,spotify:track:6pyzIKoGbGpUZZ87aQWeQN,9,2008-05-07,0.225,0.172,3,-12.58,1,0.0436,0.921,0.0248,0.137,0.0933,81.047,6pyzIKoGbGpUZZ87aQWeQN,318053,4
519,Finale (Here Is Hope),spotify:track:7DXZG9XSDQI7xW2RKBCtDl,23,2011-03-08,0.12,0.176,4,-14.953,1,0.0406,0.954,0.0341,0.2,0.0837,73.948,7DXZG9XSDQI7xW2RKBCtDl,221960,5
520,Sometime We'll Understand,spotify:track:6tolDhlPnA7vXBkEjrtPDm,24,2011-03-08,0.189,0.128,4,-17.501,1,0.0451,0.883,0.0,0.112,0.0696,169.408,6tolDhlPnA7vXBkEjrtPDm,194853,3
521,Gloria (My Savior Lives),spotify:track:1uPoIYnYYXm1QypkuyeooG,24,2011-03-08,0.185,0.166,1,-13.751,1,0.0413,0.936,0.00119,0.199,0.0617,80.059,1uPoIYnYYXm1QypkuyeooG,288800,3
522,Here Is Hope,spotify:track:1yOc1gF0UhhfjLLBvfd1Tj,24,2011-03-08,0.165,0.0919,10,-17.876,1,0.0386,0.928,0.000261,0.0915,0.0699,80.951,1yOc1gF0UhhfjLLBvfd1Tj,239427,4
523,Joseph Smith's First Prayer,spotify:track:7GZuE6YyoCEGCZFnJ6DV2c,37,2011-08-04,0.379,0.165,2,-12.012,1,0.036,0.918,2.12e-05,0.0964,0.328,71.346,7GZuE6YyoCEGCZFnJ6DV2c,267760,3
524,Bring Him Home (from Les Misérables),spotify:track:0lZqrZFxGP6O6dMtMQBh2r,21,2007-01-01,0.232,0.183,6,-11.226,0,0.0373,0.968,0.000464,0.0807,0.0443,143.876,0lZqrZFxGP6O6dMtMQBh2r,250547,4
